#Wavelength	ele	EP	newloggf	vdwaals	Do	EW
5594.671	112.0	0.81	0.431	0.000	1.34	0.00
5595.035	112.0	0.21	-1.250	0.000	1.34	0.13
5595.060	26.0	5.06	-1.708	-7.370	nan	6.87
5598.295	26.0	4.65	-0.280	-7.085	nan	73.80
5598.417	606.0	0.33	-1.290	0.000	6.25	0.31
5598.425	26.0	3.63	-3.611	-7.750	nan	2.11
5598.462	822.0	0.46	-0.276	0.000	6.94	0.00
5598.462	822.0	0.59	-0.088	0.000	6.94	0.00
5598.466	26.0	2.42	-4.724	-7.770	nan	2.46
5598.480	20.0	2.52	-0.007	-7.541	nan	105.03
5624.021	26.0	4.39	-1.155	-7.234	nan	45.70
5624.343	606.0	0.44	-0.564	0.000	6.25	5.64
5624.376	26.1	5.57	-2.562	-7.886	nan	3.46
5624.542	26.0	3.42	-0.755	-7.211	nan	119.56
5624.556	24.0	4.39	-1.739	-7.640	nan	0.24
5624.874	23.0	1.05	-1.050	-7.598	nan	0.00
5625.317	28.0	4.09	-0.699	-7.228	nan	38.00
5625.657	21.0	1.85	-2.138	-7.710	nan	0.13
5625.670	27.0	1.04	-2.784	-7.71	nan	27.4
5625.688	822.0	0.55	0.646	0.000	6.94	0.00
5625.740	606.0	0.43	-0.581	0.000	6.25	47.96
5625.802	6.0	8.85	-1.153	-6.750	nan	7.88
5626.731	58.1	1.64	-0.392	0.000	nan	0.64
5626.736	22.0	3.18	-1.355	-7.580	nan	0.26
5626.763	606.0	0.42	0.092	0.000	6.25	5.79
5626.768	822.0	0.76	0.087	0.000	6.94	0.00
5627.081	26.0	4.18	-2.831	-7.510	nan	3.70
5627.489	26.1	3.39	-4.195	-7.879	nan	6.76
5627.508	26.0	4.59	-3.164	-7.780	nan	0.73
5627.630	23.0	1.08	-0.350	-7.594	nan	23.90
5628.022	606.0	0.41	0.033	0.000	6.25	5.20
5628.318	24.0	5.78	0.035	-6.630	nan	0.75
5628.342	28.0	4.09	-1.283	-7.580	nan	12.95
5628.642	24.0	3.42	-0.788	-7.588	nan	14.60
5640.306	26.0	4.64	-1.637	-7.310	nan	14.20
5640.355	68.0	1.20	0.566	0.000	nan	0.00
5640.989	21.1	1.50	-0.983	-7.860	nan	38.10
5641.101	26.0	4.61	-4.123	-7.420	nan	0.08
5641.117	28.0	4.11	-2.003	-7.500	nan	3.22
5641.408	20.0	5.05	-1.638	-7.150	nan	0.32
5641.418	26.0	5.07	-1.048	-7.380	nan	19.12
5641.431	23.0	3.27	-0.284	-7.530	nan	0.25
5641.434	26.0	4.26	-1.100	-7.264	nan	43.48
5641.881	28.0	4.11	-1.057	-7.215	nan	21.70
5641.902	822.0	0.98	0.121	0.000	6.94	0.00
5642.359	24.0	3.86	-0.823	-7.184	nan	5.90
5642.376	25.0	4.36	-2.544	-7.770	nan	0.10
5642.604	28.0	3.90	-1.933	-7.235	nan	5.80
5642.750	26.0	4.61	-1.972	-7.113	nan	9.70
5642.784	822.0	0.66	-0.054	0.000	6.94	0.00
5643.078	28.0	4.16	-1.297	-7.223	nan	12.86
5643.083	27.0	3.53	-1.318	-7.730	nan	2.04
5643.807	20.0	4.53	-1.268	-7.340	nan	2.17
5643.851	112.0	0.86	0.313	0.000	1.34	0.00
5643.926	26.0	4.08	-2.259	-7.800	nan	16.00
5644.025	26.0	4.56	-1.641	-7.310	nan	19.70
5644.134	22.0	2.27	0.062	-7.730	nan	31.80
5644.357	26.0	4.15	-2.972	-7.237	nan	2.90
5644.387	822.0	0.68	-0.034	0.000	6.94	0.00
5645.033	14.0	5.61	-2.398	-6.980	nan	5.30
5645.445	822.0	1.03	0.127	0.000	6.94	0.00
5645.488	24.0	3.46	-1.672	-7.310	nan	2.10
5645.613	14.0	4.93	-2.006	-7.290	nan	36.10
5645.833	26.0	4.61	-1.840	-7.310	nan	12.50
5646.107	23.0	1.05	-1.172	-7.599	nan	4.40
5646.134	822.0	0.71	-0.018	0.000	6.94	0.00
5646.684	26.0	4.26	-2.420	-7.480	nan	7.58
5646.691	39.0	2.08	-0.818	-7.730	nan	0.02
5647.234	27.0	2.28	-1.655	-7.612	nan	14.60
5647.856	22.0	1.88	-1.413	-7.720	nan	4.00
5657.413	16.0	8.05	-2.110	-6.560	nan	0.00
5657.432	822.0	0.67	-0.263	0.000	6.94	0.00
5657.440	23.0	1.06	-0.997	-7.598	nan	6.30
5657.838	25.0	5.67	-1.147	-7.500	nan	0.14
5657.879	21.1	1.51	-0.323	-7.860	nan	68.86
5658.341	21.1	1.50	-1.208	-7.860	nan	25.50
5658.531	26.0	3.43	-1.871	-7.211	nan	60.80
5658.627	822.0	0.88	0.045	0.000	6.94	0.00
5658.631	24.0	3.56	-2.042	-7.790	nan	0.74
5658.642	112.0	0.87	0.322	0.000	1.34	0.00
5658.657	26.0	4.28	-1.186	-7.530	nan	32.96
5658.816	26.0	3.40	-0.793	-7.221	nan	130.00
5659.097	22.0	0.90	-2.978	-7.770	nan	12.10
5659.574	26.0	5.09	-1.101	-7.400	nan	20.90
5660.476	58.1	1.28	-1.485	0.000	nan	0.12
5660.520	14.0	5.62	-1.955	-6.98	nan	14.98
5660.675	14.0	5.62	-1.821	-6.980	nan	14.50
5660.800	26.0	3.64	-2.634	-7.563	nan	16.09
5661.020	26.0	4.58	-2.277	-7.776	nan	5.40
5661.344	26.0	4.28	-1.799	-7.244	nan	23.80
5661.970	26.0	4.26	-2.648	-7.179	nan	4.70
5661.975	822.0	0.71	-0.216	0.000	6.94	0.00
5662.150	22.0	2.32	-0.103	-7.226	nan	23.40
5662.171	822.0	0.93	0.055	0.000	6.94	0.00
5662.516	26.0	4.18	-0.313	-7.530	nan	94.00
5662.527	822.0	0.89	-0.020	0.000	6.94	0.00
5662.922	822.0	0.94	1.140	0.000	6.94	0.00
5662.924	39.1	1.94	0.200	-7.740	nan	8.16
5662.937	26.0	3.69	-1.916	-7.589	nan	42.84
5663.820	112.0	0.77	-1.276	0.000	1.34	12.20
5663.984	28.0	4.54	-0.507	-7.278	nan	27.10
5663.984	58.0	0.72	-0.200	0.000	nan	0.00
5664.030	24.0	3.43	-1.000	-7.760	nan	9.51
5664.581	24.0	3.83	-0.875	-7.360	nan	5.60
5665.555	14.0	4.92	-2.040	-7.300	nan	40.80
5666.677	14.0	5.62	-1.644	-6.980	nan	24.10
5666.793	28.0	4.11	-1.793	-7.500	nan	5.10
5667.141	21.1	1.50	-1.202	-7.860	nan	25.00
5667.513	26.0	4.18	-1.337	-7.530	nan	53.70
5668.362	23.0	1.08	-1.008	-7.595	nan	5.90
5668.925	6.0	8.54	-1.469	-7.070	nan	6.00
5669.032	21.1	1.50	-1.098	-7.860	nan	32.80
5669.730	822.0	0.71	-0.276	0.000	6.94	0.00
5669.736	14.0	5.62	-1.780	-6.980	nan	23.28
5669.753	60.0	0.46	-0.058	0.000	nan	0.02
5669.943	28.0	4.27	-1.031	-7.560	nan	17.10
5669.958	58.0	0.40	-0.917	0.000	nan	0.00
5669.975	822.0	0.71	-0.260	0.000	6.94	0.00
5670.848	23.0	1.08	-0.409	-7.633	nan	19.40
5671.499	822.0	0.73	0.667	0.000	6.94	8.10
5671.646	26.0	2.73	-5.381	-7.710	nan	0.28
5671.657	24.1	3.83	-3.548	-7.860	nan	1.22
5671.792	822.0	0.74	-0.180	0.000	6.94	0.00
5671.810	21.0	1.45	2.160	-7.810	nan	14.50
5683.451	26.0	4.58	-2.491	-7.470	nan	3.40
5684.190	21.1	1.51	-1.068	-7.860	nan	33.80
5684.484	26.0	5.07	-2.085	-7.410	nan	3.00
5684.484	14.0	4.95	-1.570	-7.300	nan	60.00
5694.740	24.0	3.86	-0.241	-7.191	nan	18.80
5694.983	28.0	4.09	-0.605	-7.248	nan	42.72
5694.992	26.0	4.59	-3.348	-7.680	nan	0.48
5695.007	822.0	1.04	0.006	0.000	6.94	0.00
5696.057	58.1	0.71	-2.164	0.000	nan	0.09
5696.088	26.0	4.55	-1.850	-7.156	nan	13.20
6448.501	607.0	0.42	-1.845	0.000	7.63	1.10
6448.879	26.0	5.58	-1.829	-7.250	nan	5.0	
6449.050	607.0	0.40	-0.946	0.0	7.63	15.0
6449.170	24.0	4.10	-0.373	-7.8	nan	15.4
6449.369	607.0	0.44	-1.480	0.000	7.63	2.40
6449.443	822.0	0.28	-1.367	0.000	6.94	0.00
6449.606	822.0	0.42	0.620	0.000	6.94	3.90
6449.815	20.0	2.52	-0.312	-7.570	nan	91.20
6450.067	20.0	4.45	-0.723	-7.500	nan	8.60
6450.168	27.0	1.71	-2.583	-7.81	nan	44
6450.189	27.0	1.71	-2.359	-7.81	nan	44
6450.213	27.0	1.71	-3.168	-7.81	nan	44
6450.262	27.0	1.71	-2.972	-7.81	nan	44
6450.276	27.0	1.71	-4.282	-7.81	nan	44
6450.281	27.0	1.71	-2.731	-7.81	nan	44
6450.302	27.0	1.71	-2.918	-7.81	nan	44
6450.314	27.0	1.71	-3.872	-7.81	nan	44
6450.320	27.0	1.71	-2.94	-7.81	nan	44
6450.325	27.0	1.71	-3.086	-7.81	nan	44
6450.343	27.0	1.71	-3.65	-7.81	nan	44
6450.350	27.0	1.71	-3.474	-7.81	nan	44
6450.356	27.0	1.71	-3.031	-7.81	nan	44
6450.364	27.0	1.71	-3.525	-7.81	nan	44
6450.371	27.0	1.71	-3.219	-7.81	nan	44
6450.377	27.0	1.71	-3.474	-7.81	nan	44
6450.381	27.0	1.71	-3.504	-7.81	nan	44
6451.508	607.0	0.50	-2.080	0.000	7.63	0.53
6451.517	14.0	5.98	-2.632	-6.820	nan	1.53
6451.533	26.0	3.69	-4.930	-7.820	nan	0.10
6451.557	28.0	4.16	-2.130	-7.580	nan	2.34
6454.937	27.0	3.63	-2.228	-7.222	nan	15.6
6454.937	27.0	3.63	-1.966	-7.222	nan	15.6
6454.941	27.0	3.63	-1.762	-7.222	nan	15.6
6454.948	27.0	3.63	-2.161	-7.222	nan	15.6
6454.950	27.0	3.63	-1.592	-7.222	nan	15.6
6454.958	27.0	3.63	-1.966	-7.222	nan	15.6
6454.964	27.0	3.63	-1.446	-7.222	nan	15.6
6454.969	27.0	3.63	-2.860	-7.222	nan	15.6
6454.972	27.0	3.63	-1.861	-7.222	nan	15.6
6454.982	27.0	3.63	-1.317	-7.222	nan	15.6
6454.989	27.0	3.63	-2.705	-7.222	nan	15.6
6454.992	27.0	3.63	-1.814	-7.222	nan	15.6
6455.006	27.0	3.63	-1.201	-7.222	nan	15.6
6455.014	27.0	3.63	-2.705	-7.222	nan	15.6
6455.016	27.0	3.63	-1.820	-7.222	nan	15.6
6455.034	27.0	3.63	-1.096	-7.222	nan	15.6
6455.044	27.0	3.63	-2.802	-7.222	nan	15.6
6455.045	27.0	3.63	-1.893	-7.222	nan	15.6
6455.079	27.0	3.63	-3.006	-7.222	nan	15.6
6455.079	27.0	3.63	-2.103	-7.222	nan	15.6
6455.118	27.0	3.63	-3.403	-7.222	nan	15.6
6455.582	822.0	0.44	0.184	0.000	6.94	0.00
6455.598	20.0	2.52	-1.297	-7.570	nan	59.00
6455.624	62.1	1.46	-1.150	0.000	nan	0.00
6456.380	26.1	3.90	-2.108	-7.873	nan	63.10
6456.391	822.0	0.31	0.087	0.000	6.94	0.00
6456.871	26.0	4.80	-1.750	-7.510	nan	15.00
6456.895	112.0	0.83	-1.246	0.000	1.34	0.00
6457.070	606.0	1.47	-0.947	0.000	6.25	0.00
6457.081	606.0	1.61	-1.471	0.000	6.25	0.00
6457.087	822.0	0.52	0.064	0.000	6.94	0.00
6457.109	606.0	1.65	-3.588	0.000	6.25	0.00
6457.114	60.0	1.23	-0.300	0.000	nan	0.00
6457.142	822.0	0.41	0.191	0.000	6.94	0.00
6457.174	24.0	3.89	-3.036	-7.730	nan	0.00
6457.319	607.0	0.50	-1.996	0.000	7.63	0.00
6457.372	14.0	5.96	-2.040	-6.820	nan	6.00
6461.824	822.0	0.47	0.204	0.000	6.94	0.00
6462.493	822.0	0.34	0.119	0.000	6.94	0.00
6462.567	20.0	2.52	-0.244	-7.591	nan	148.40
6462.631	607.0	0.43	-2.407	0.000	7.63	0.00
6462.713	26.0	0.92	-7.400	-7.830	nan	30.00
6462.725	26.0	2.45	-2.367	-7.622	nan	30.00
6463.199	822.0	0.44	0.227	0.000	6.94	0.00
6469.192	26.0	4.83	-0.605	-7.15	nan	59.1
6470.200	40.0	1.58	-0.810	0.000	nan	2.30
6470.017	24.0	5.85	-0.385	-7.330	nan	11.30
6470.825	822.0	0.38	-0.804	0.000	6.94	0.00
6470.846	607.0	0.48	-1.460	0.000	7.63	2.30
6471.662	20.0	2.53	-0.429	-7.570	nan	91.80
6471.667	822.0	0.35	0.093	0.000	6.94	0.00
6472.589	822.0	0.39	0.164	0.000	6.94	5.30
6473.166	26.0	5.45	-2.944	-7.250	nan	16.30
6474.145	607.0	0.67	-0.947	0.000	7.63	3.50
6475.042	822.0	0.49	0.632	0.000	6.94	18.60
6475.624	26.0	2.56	-2.795	-7.605	nan	62.5
6476.605	26.0	4.10	-2.983	-7.540	nan	3.40
6480.959	607.0	0.56	-1.954	0.000	7.63	3.30
6481.834	822.0	0.43	-0.701	0.000	6.94	0.00
6481.875	26.0	2.28	-2.880	-7.646	nan	64.6
6482.204	26.1	6.22	-1.753	-7.871	nan	7.6
6482.252	60.1	0.32	-2.720	0.000	nan	0.18
6482.761	26.0	4.15	-3.995	-7.540	nan	0.31
6482.809	28.0	1.94	-2.785	-7.679	nan	41.5
6482.806	27.0	2.33	-3.464	-7.790	nan	0.27
6491.580	22.1	2.06	-1.990	-7.850	nan	43.00
6491.669	25.0	3.76	-1.121	-7.513	nan	9.60
6493.788	20.0	2.52	-0.029	-7.571	nan	123.60
6494.498	26.0	4.73	-1.219	-7.510	nan	30.80
6494.822	607.0	0.51	-1.337	0.000	7.63	2.11
6494.853	607.0	0.53	-1.067	0.000	7.63	3.69
6494.905	822.0	0.31	-1.959	0.000	6.94	0.00
6494.973	822.0	0.45	-0.600	0.000	6.94	0.00
6494.994	26.0	2.40	-1.273	-7.629	nan	150.10
6495.724	822.0	0.31	0.025	0.000	6.94	0.00
6495.745	26.0	4.83	-0.955	-7.154	nan	42.1
6496.473	26.0	4.80	-0.545	-7.175	nan	61.57
6496.495	22.1	3.12	-3.123	-7.860	nan	0.43
6496.869	607.0	0.53	-2.352	0.000	7.63	0.20
6496.877	822.0	0.58	-0.444	0.000	6.94	0.00
6496.900	56.1	0.60	-0.018	-7.578	nan	98.10
6497.514	822.0	0.32	0.608	0.000	6.94	1.60
6498.945	26.0	0.96	-4.606	-7.782	nan	46.50
6499.650	20.0	2.52	-0.625	-8.162	nan	85.50
6514.705	112.0	0.89	-0.927	0.000	1.34	7.53
6514.773	607.0	0.63	-2.188	0.000	7.63	24.77
6515.840	607.0	0.77	-2.119	0.000	7.63	6.64
6515.843	607.0	0.57	-2.099	0.000	7.63	11.16
6515.860	822.0	0.41	0.220	0.000	6.94	0.00
6516.070	22.0	3.35	-1.465	-7.560	nan	0.15
6516.074	28.0	4.17	-2.293	-7.520	nan	1.60
6516.077	26.1	2.89	-3.320	-7.899	nan	48.35
6518.373	26.0	2.83	-2.460	-7.609	nan	51.80
6518.381	607.0	0.54	-2.662	0.000	7.63	0.10
6518.726	607.0	0.64	-1.801	0.000	7.63	0.54
6518.741	14.0	5.95	-1.450	-6.890	nan	18.06
6518.901	607.0	0.62	-1.618	0.000	7.63	0.87
6518.906	607.0	0.63	-1.330	0.000	7.63	1.63
6519.014	24.0	5.21	-0.535	-7.510	nan	0.70
6519.400	22.0	3.57	0.150	-7.520	nan	3.70
6519.531	112.0	1.24	0.398	0.000	1.34	5.60
6526.006	26.0	5.09	-3.085	-7.330	nan	4.80
6526.391	14.0	5.87	-2.229	-6.98	nan	7.5
6526.504	607.0	0.54	-2.247	0.000	7.63	0.34
6526.505	25.0	4.34	-1.548	-7.770	nan	1.06
6526.609	822.0	0.55	-0.526	0.000	6.94	0.00
6526.640	14.0	5.87	-1.527	-6.980	nan	20.20
6526.984	57.1	0.23	-1.744	0.000	nan	1.60
6527.202	14.0	5.87	-1.255	-6.980	nan	34.80
6527.400	607.0	0.53	-1.344	0.0	7.5	4.8
6527.625	607.0	0.65	-1.882	0.000	7.63	4.40
6528.535	26.0	3.11	-3.459	-7.710	nan	11.50
6532.365	607.0	0.56	-2.473	0.000	7.63	26.50
6532.873	28.0	1.94	-3.368	-7.681	nan	16.38
6532.888	24.0	5.22	-1.304	-7.510	nan	0.12
6532.908	822.0	0.48	-0.513	0.000	6.94	0.00
6533.928	26.0	4.56	-1.209	-7.182	nan	38.80
6534.181	25.0	4.34	-2.364	-7.770	nan	0.95
6534.183	607.0	0.82	-2.100	0.000	7.63	1.07
6534.210	607.0	0.66	-2.103	0.000	7.63	1.58
6534.232	14.0	6.12	-2.262	-6.910	nan	2.66
6534.651	822.0	0.49	0.635	0.000	6.94	2.60
6545.762	822.0	0.54	0.639	0.000	6.94	2.90
6546.212	112.0	1.17	0.392	0.000	1.34	0.00
6546.245	26.0	2.76	-1.536	-7.626	nan	86.37
6546.269	22.0	1.43	-1.310	-7.750	nan	10.13
6568.728	6.0	9.00	-2.000	-6.940	nan	0.80
6568.764	23.0	1.08	-2.556	-7.810	nan	0.20
6569.224	26.0	4.73	-0.334	-7.51	nan	72.57
6569.234	25.0	4.36	-2.001	-7.770	nan	0.36
6569.234	112.0	1.36	0.517	0.000	1.34	0.00
6574.195	607.0	0.63	-2.183	0.000	7.63	0.23
6574.235	26.0	0.99	-4.967	-7.83	nan	28.1
6575.010	22.0	3.55	-0.501	-7.53	nan	0.9
6575.015	822.0	0.5	-0.592	0.0	6.94	0.0
6575.027	26.0	2.59	-2.606	-7.604	nan	64.6
6576.205	607.0	0.69	-1.341	0.000	7.63	1.40
6580.213	28.0	4.42	-1.238	-7.500	nan	9.40
6580.334	822.0	0.52	-0.535	0.000	6.94	0.00
6580.356	112.0	0.94	-0.404	0.000	1.34	0.20
6580.808	607.0	0.62	-2.252	0.000	7.63	6.10
6581.210	26.0	1.49	-4.608	-7.73	nan	21.1
6591.313	26.0	4.59	-1.995	-7.697	nan	10.20
6592.515	28.0	4.24	-1.010	-7.500	nan	21.30
6592.915	22.0	1.44	-2.666	-7.750	nan	0.71
6592.921	26.0	2.73	-1.473	-7.633	nan	175.99
6593.879	22.0	3.31	-0.629	-7.550	nan	0.00
6593.880	26.0	2.43	-2.325	-7.629	nan	83.70
6597.550	24.0	4.17	-0.789	-7.340	nan	3.08
6597.565	26.0	4.80	-0.919	-7.520	nan	42.92
6598.598	28.0	4.24	-0.885	-7.218	nan	25.10
6599.073	112.0	1.08	0.344	0.0	1.34	0.0
6599.113	22.0	0.9	-2.019	-7.667	nan	9.7
6604.586	26.0	4.83	-2.021	-7.52	nan	5.8
6604.595	21.1	1.36	-1.224	-7.85	nan	35.6
6605.542	24.0	4.14	-0.937	-7.310	nan	4.30
6605.876	607.0	0.99	-2.041	0.000	7.63	0.06
6605.882	22.1	4.01	-1.440	-7.840	nan	1.29
6605.967	23.0	1.20	-1.340	-7.626	nan	0.87
6608.030	26.0	2.28	-3.925	-7.648	nan	17.40
6608.936	24.0	4.40	-1.499	-7.640	nan	0.44
6608.952	26.0	4.19	-2.949	-7.540	nan	3.06
6609.115	26.0	2.56	-2.589	-7.610	nan	63.10
6609.560	26.0	0.99	-5.48	-7.83	nan	14.7
6609.678	26.0	0.99	-5.805	-7.830	nan	4.70
6623.779	26.0	4.07	-3.250	-7.640	nan	5.00
6624.328	26.0	5.39	-1.896	-7.280	nan	2.5
6624.838	23.0	1.22	-1.300	-7.623	nan	3.60
6625.021	26.0	1.01	-5.306	-7.830	nan	14.90
6627.238	26.1	7.27	-1.506	-7.860	nan	1.38
6627.263	24.0	2.92	-3.064	-7.780	nan	0.32
6627.550	26.0	4.55	-1.480	-7.250	nan	27.20
6627.648	607.0	0.92	-1.025	0.000	7.63	1.70
6633.416	26.0	4.83	-1.249	-7.176	nan	25.90
6633.755	26.0	4.56	-0.735	-7.198	nan	64.50
6634.116	26.0	4.80	-1.168	-7.195	nan	30.60
6634.233	607.0	0.81	-0.999	0.000	7.63	1.00
6635.095	27.0	3.53	-1.603	-7.730	nan	1.33
6635.125	28.0	4.42	-0.760	-7.227	nan	21.57
6639.654	607.0	0.75	-2.835	0.000	7.63	0.04
6639.694	26.0	4.61	-1.577	-7.530	nan	21.40
6639.876	26.0	4.08	-2.279	-7.184	nan	15.0
6639.907	24.0	4.40	-1.015	-5.034	nan	0.00
6643.533	38.0	2.26	0.543	0.000	nan	8.50
6643.630	28.0	1.68	-1.990	-7.729	nan	85.40
6644.313	607.0	0.81	-1.065	0.000	7.63	2.00
6646.941	26.0	2.61	-3.919	-7.604	nan	10.0
6647.793	28.0	4.42	-1.984	-7.210	nan	2.50
6648.090	26.0	1.01	-5.669	-6.462	nan	7.90
6648.164	607.0	0.91	-0.827	0.000	7.63	2.72
6652.970	26.0	5.52	-2.004	0.000	nan	1.50
6653.261	607.0	0.80	-1.382	0.000	7.63	1.00
6653.861	26.0	4.15	-2.424	-7.153	nan	10.30
6654.517	607.0	0.74	-1.440	0.000	7.63	1.00
6654.610	6.0	9.00	-2.001	-7.009	nan	1.00
6663.231	26.0	4.56	-1.314	-7.53	nan	33.3
6663.237	607.0	0.76	-2.202	0.000	7.63	0.17
6663.448	26.0	2.42	-2.400	-7.606	nan	78.40
6677.920	65.1	1.68	-0.610	0.000	nan	0.04
6677.923	607.0	0.81	-2.465	0.000	7.63	0.08
6677.924	40.1	2.42	-1.907	0.000	nan	0.16
6677.953	26.0	2.56	-4.345	-7.790	nan	4.74
6677.995	26.0	2.69	-1.378	-7.643	nan	124.00
6678.569	22.0	2.25	-1.641	-7.730	nan	1.20
6678.809	27.0	1.96	-2.564	-7.749	nan	4.90
6678.830	822.0	0.24	-0.860	0.000	6.94	0.00
6696.023	13.0	3.14	-1.558	0.000	nan	35.20
6696.185	13.0	4.02	-1.576	0.000	nan	1.30
6696.315	26.0	4.83	-1.577	-7.185	nan	13.70
6696.653	26.0	3.61	-4.000	-7.820	nan	4.00
6696.788	13.0	4.02	-1.856	0.000	nan	4.00
6697.376	26.0	5.83	-1.315	-7.540	nan	5.00
6698.644	60.1	1.64	-1.423	0.000	nan	0.07
6698.659	822.0	0.08	-0.903	0.000	6.94	0.00
6698.673	13.0	3.14	-1.852	0.000	nan	21.63
6699.141	26.0	4.59	-2.101	-7.667	nan	11.90
6699.243	822.0	0.14	-0.135	0.000	6.94	0.00
6703.570	26.0	2.76	-3.010	-7.633	nan	36.90
6704.480	26.0	4.22	-2.622	-7.540	nan	5.90
6704.544	822.0	0.16	-0.099	0.000	6.94	0.00
6704.567	822.0	0.10	-0.703	0.000	6.94	0.00
6704.612	22.0	3.32	-1.213	-7.550	nan	0.30
6705.106	26.0	4.61	-1.075	-7.480	nan	46.38
6705.106	26.0	4.96	-1.680	-7.420	nan	3.02
6709.893	20.0	2.93	-2.692	-7.312	nan	0.00
6710.322	26.0	1.49	-4.799	-7.733	nan	16.0
6711.820	26.0	4.96	-2.200	-7.310	nan	3.17
6711.828	607.0	0.88	-2.880	0.000	7.63	0.03
6712.438	26.0	4.99	-2.159	-7.122	nan	3.27
6712.479	607.0	0.96	-1.589	0.000	7.63	0.43
6713.044	26.0	4.61	-1.482	-7.53	nan	24.3
6713.193	822.0	0.43	-0.599	0.000	6.94	0.00
6713.195	26.0	4.14	-2.424	-7.7	nan	10.0
6713.743	26.0	4.80	-1.389	-7.207	nan	21.30
6713.788	822.0	0.28	-0.824	0.000	6.94	0.00
6715.382	26.0	4.61	-1.439	-7.237	nan	27.60
6715.407	822.0	0.09	-0.224	0.000	6.94	0.00
6715.407	822.0	0.15	-0.542	0.000	6.94	0.00
6716.236	26.0	4.58	-1.791	-7.700	nan	15.50
6717.506	22.0	1.88	-3.332	-7.730	nan	0.06
6717.526	26.0	4.61	-1.701	-7.570	nan	11.00
6717.681	20.0	2.71	-0.331	-7.139	nan	107.90
6717.717	822.0	0.16	-0.226	0.000	6.94	0.00
6721.715	822.0	0.02	0.583	0.000	6.94	2.90
6721.844	14.0	5.86	-1.128	-7.081	nan	43.30
6721.934	24.0	4.11	-2.557	-7.610	nan	0.50
6722.611	24.0	3.40	-2.865	-7.520	nan	6.80
6724.645	58.1	1.19	-0.073	0.000	nan	3.90
6724.663	69.1	4.25	-2.870	0.000	nan	3.20
6725.360	26.0	4.10	-2.179	-7.181	nan	17.60
6726.670	26.0	4.61	-0.971	-7.500	nan	47.30
6732.044	23.0	1.89	-2.069	-7.800	nan	0.10
6732.065	26.0	4.58	-2.162	-7.700	nan	7.50
6733.137	822.0	0.07	-0.804	0.000	6.94	0.00
6733.150	26.0	4.64	-1.402	-7.247	nan	26.29
6733.161	607.0	1.00	-1.475	0.000	7.63	0.51
6733.538	606.0	1.028	0.157	0.0	6.25	2.0
6734.114	24.0	5.27	-1.066	-7.510	nan	0.19
6734.200	24.0	4.19	-0.916	-7.280	nan	2.64
6734.230	822.0	0.30	-0.745	0.000	6.94	0.00
6734.312	607.0	1.02	-0.815	0.000	7.63	2.20
6737.985	26.0	4.56	-1.625	-7.213	nan	21.41
6737.995	607.0	0.86	-2.054	0.000	7.63	0.19
6738.011	822.0	0.16	-0.057	0.000	6.94	0.00
6738.206	26.0	5.35	-1.483	-7.330	nan	8.10
6738.456	822.0	0.22	0.630	0.000	6.94	1.20
6738.620	22.0	3.39	-0.301	-7.628	nan	3.00
6738.833	21.0	3.08	-2.780	-7.550	nan	0.00
6738.842	26.0	4.84	-1.987	-7.520	nan	7.00
6738.910	822.0	0.26	0.643	0.000	6.94	13.50
6739.505	822.0	0.23	-0.553	0.000	6.94	0.00
6739.520	26.0	1.56	-4.884	-7.726	nan	11.9
6740.078	60.1	0.06	-1.682	0.000	nan	1.40
6740.415	14.0	6.10	-2.581	-6.740	nan	1.30
6740.942	607.0	0.81	-1.252	0.000	7.63	1.90
6741.000	607.0	0.93	-1.099	0.000	7.63	1.90
6741.596	822.0	0.40	-0.304	0.000	6.94	0.00
6741.628	14.0	5.98	-1.570	-6.920	nan	16.10
6741.920	607.0	0.90	-1.464	0.000	7.63	0.90
6742.297	26.0	4.96	-2.912	-7.420	nan	1.00
6742.587	28.0	4.42	-2.013	-7.560	nan	2.00
6742.916	607.0	0.89	-1.016	0.000	7.63	2.20
6743.122	22.0	0.90	-1.705	-7.670	nan	18.20
6743.483	16.0	7.87	-1.348	-7.160	nan	1.39
6743.540	16.0	7.87	-0.898	-7.160	nan	3.71
6743.633	822.0	0.18	-0.029	0.000	6.94	0.00
6743.640	16.0	7.87	-1.014	0.000	nan	2.90
6745.100	26.0	4.58	-2.099	-7.726	nan	8.2
6745.544	22.0	2.24	-1.190	-7.720	nan	3.40
6745.558	822.0	0.19	-0.020	0.000	6.94	0.00
6745.956	26.0	4.08	-2.658	-7.82	nan	7.0
6750.161	26.0	2.42	-2.500	-7.609	nan	74.20
6752.707	26.0	4.64	-1.21	-7.249	nan	36.0
6752.730	40.0	1.0	0.338	0.0	nan	0.0
6753.464	26.0	4.56	-2.290	-7.216	nan	10.60
6753.487	822.0	0.22	-0.132	0.000	6.94	0.00
6767.780	28.0	1.83	-2.000	-7.760	nan	79.10
6770.946	27.0	1.88	-3.167	-7.76	nan	20
6770.947	27.0	1.88	-3.366	-7.76	nan	20
6770.951	27.0	1.88	-3.103	-7.76	nan	20
6770.962	27.0	1.88	-3.134	-7.76	nan	20
6770.970	27.0	1.88	-3.621	-7.76	nan	20
6770.979	27.0	1.88	-3.315	-7.76	nan	20
6770.981	27.0	1.88	-5.274	-7.76	nan	20
6770.997	27.0	1.88	-4.031	-7.76	nan	20
